paper_id,organism,year,journal,query_source,explicit_reason_found,hallucination_free,null_reason,claim,category,subcategory,supporting_quote,quote_match_score,hallucination_risk,cluster_id,cluster_probability,umap_x,umap_y
38447993,S. cerevisiae,2024,Genes Genet Syst,yeast_model_organism,True,True,,It is an excellent model for studying chromatin regulation with high-resolution genome-wide analyses,biological,chromatin_regulation,The budding yeast Saccharomyces cerevisiae is an excellent model organism for studying chromatin regulation with high-resolution genome-wide analyses.,1.0,False,2,0.852376986434499,5.0968184,2.9134269
38397389,S. cerevisiae,2024,Biomolecules,yeast_model_organism,True,True,,genetic tractability,technical,genetic_tractability,renowned for its genetic tractability,1.0,False,3,1.0,4.736293,5.306308
38392788,S. cerevisiae,2024,J Fungi (Basel),yeast_model_organism,True,True,,S. cerevisiae is a model organism where septins have been intensively studied,biological,extensive_characterization,"septins have been intensively studied in many model organisms, including the budding yeast Saccharomyces cerevisiae",1.0,False,2,1.0,3.6967666,3.0636249
38389899,S. cerevisiae,2024,Front Mol Biosci,yeast_model_organism,True,True,,Yeast was chosen because Hsp90 functions and cochaperone interactions are highly conserved between yeast and mammalian cells.,biological,conserved_mechanisms,Hsp90 functions and cochaperone interactions are highly conserved between yeast and mammalian cells,1.0,False,2,1.0,4.711205,1.320855
38389899,S. cerevisiae,2024,Front Mol Biosci,yeast_model_organism,True,True,,Yeast was established as a model organism to study the functional interaction between Hsp90 and its client proteins.,historical,model_organism_establishment,was the first to establish the yeast Saccharomyces cerevisiae as a model organism to study the functional interaction between Hsp90 and clients,1.0,False,2,1.0,4.1948647,1.9466237
38287928,S. cerevisiae,2024,MicroPubl Biol,yeast_model_organism,True,True,,It is a model organism,biological,model_organism,the model organism Saccharomyces cerevisiae,1.0,False,3,1.0,7.5188127,4.243888
38273672,S. cerevisiae,2024,Bioinformatics,yeast_model_organism,True,True,,It is a well‑studied model organism,biological,model_organism,Saccharomyces cerevisiae is a well‑studied model organism,0.965,False,3,1.0,6.871249,4.3139305
38273672,S. cerevisiae,2024,Bioinformatics,yeast_model_organism,True,True,,There is a large amount of structured knowledge in databases and curated metabolic models,technical,available_databases,"there is a large amount of structured knowledge on yeast systems biology in databases such as the Saccharomyces Genome Database, and highly curated genome‑scale metabolic models like Yeast8",0.952,False,-1,0.0,11.059634,-0.1142989
38273672,S. cerevisiae,2024,Bioinformatics,yeast_model_organism,True,True,,The datasets stem from decades of experiments and are abundant in information,historical,decades_of_experiments,"These datasets, the result of decades of experiments, are abundant in information",1.0,False,3,1.0,6.2782226,3.3636277
38244478,S. cerevisiae,2024,Semin Cell Dev Biol,yeast_model_organism,True,True,,S. cerevisiae rDNA exemplifies the condition being studied,biological,rDNA_exemplification,This condition is well exemplified by the rDNA of Saccharomyces cerevisiae.,1.0,False,2,1.0,4.594871,2.6722083
38178179,S. cerevisiae,2024,Genome Biol,yeast_model_organism,True,True,,It has a long history of domestication for human use,historical,domestication_history,"Initially domesticated 8,000 years ago to provide sustenance to our ancestors",1.0,False,3,1.0,8.787531,3.6900182
38178179,S. cerevisiae,2024,Genome Biol,yeast_model_organism,True,True,,It has been used as a model research subject and technology platform,technical,research_platform,"for the past 150 years, yeast has served as a model research subject and a platform for technology",1.0,False,3,1.0,8.077309,3.0836535
38020970,S. cerevisiae,2023,Cell Genom,yeast_model_organism,True,True,,used as a model organism for translation studies,biological,translation_studies,"leveraged synXV as a ""build-to-learn"" model organism for translation studies by ribosome profiling",1.0,False,3,1.0,7.669937,3.244748
37958727,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,S. cerevisiae is extensively used to study the mammalian ortholog mTORC1,biological,model_organism,"extensively used as a model organism to understand the role of its mammalian ortholog, mTORC1",1.0,False,2,1.0,3.7646284,2.5172124
37921537,S. cerevisiae,2024,Am J Med Genet A,yeast_model_organism,True,True,,to assess variant pathogenicity,technical,functional_assay,to assess variant pathogenicity,1.0,False,3,0.9430128207761517,6.669981,2.3601565
37750721,S. cerevisiae,2023,mSphere,yeast_model_organism,True,True,,used because it is a well‑characterized fungal model organism,technical,well_characterized_model,utilized the well-characterized fungal model organism Saccharomyces cerevisiae,1.0,False,2,0.7888418509942794,3.4423976,2.5688078
37655454,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,Yeasts are widely used as eukaryotic model organisms,historical,established_use,widely used eukaryotic model organisms,1.0,False,2,1.0,3.4781516,2.5449238
37655454,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,The tractability of the yeast system makes it suitable for research,technical,experimental_tractability,tractability of these model systems,1.0,False,3,0.9442021565286649,4.5768137,4.5494857
37655454,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,Yeast is considered an ideal model organism for the projects,biological,conserved_processes,ideal model organism,1.0,False,2,1.0,3.8170059,2.1573124
37575400,S. cerevisiae,2023,Bio Protoc,yeast_model_organism,True,True,,S. cerevisiae is easy to transform,technical,ease_of_transformation,it is easy to transform,1.0,False,3,0.8805707975148996,4.5411534,4.2129025
37575400,S. cerevisiae,2023,Bio Protoc,yeast_model_organism,True,True,,"S. cerevisiae has existing genomics, engineering, and metabolomics tools",technical,available_tools,"tools for genomics, engineering, and metabolomics are already available",1.0,False,2,1.0,4.1093144,3.0495043
37507753,S. cerevisiae,2023,Biol Res,yeast_model_organism,True,True,,It has been used as a model organism for genetic studies and molecular biology and as a platform for biotechnology.,biological,model_organism,"For more than 20 years, Saccharomyces cerevisiae has served as a model organism for genetic studies and molecular biology, as well as a platform for biotechnology (e.g., wine production).",1.0,False,3,1.0,7.9082174,3.1896105
37445873,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,easy manipulation of the organism,technical,genetic_manipulation,its easy manipulation,1.0,False,3,1.0,5.415698,4.955845
37445873,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,well‑known mitochondrial biogenesis and metabolism,biological,mitochondrial_biogenesis,well-known mitochondrial biogenesis and metabolism,1.0,False,2,1.0,5.930706,1.6119851
37422618,S. cerevisiae,2023,BMC Biotechnol,yeast_model_organism,True,True,,Genetic tools are available for S. cerevisiae,technical,genetic_tools,"lack of genetic tools compatible with this thermophile, which are typically suited to other mesophilic eukaryotic model organisms, in particular the yeast Saccharomyces cerevisiae",1.0,False,2,0.9373268199729389,4.3572044,3.2408855
37418367,S. cerevisiae,2023,PLoS One,yeast_model_organism,True,True,,"Yeast is a model organism, so the authors aimed to extend RNA probing methods to it",biological,model_system,"To complement the scope of RNA structural probing by chemical modifications in the model organism yeast, we analyze the effectiveness of guanine modification...",0.95,False,2,1.0,3.8796422,2.041028
37336558,S. cerevisiae,2023,Metallomics,yeast_model_organism,True,True,,shares many biological functions with humans,biological,functional_conservation,since it shares many biological functions with humans,1.0,False,2,1.0,5.136575,0.94011265
37298247,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,S. cerevisiae is used as a fungal model organism for comparison,biological,model_organism,compared to the fungal model organism Saccharomyces cerevisiae,1.0,False,2,1.0,3.319782,2.8341208
37285383,S. cerevisiae,2023,PLoS Pathog,yeast_model_organism,True,True,,S. cerevisiae provides powerful genetic tools for studying virus‑host interactions,technical,genetic_tools,using the powerful genetic tools available for the model organism S. cerevisiae,1.0,False,2,1.0,4.165337,2.7102726
37285383,S. cerevisiae,2023,PLoS Pathog,yeast_model_organism,True,True,,"ScPVs are stably maintained and can be transferred to haploid progeny, enabling future studies",technical,stable_maintenance,"ScPVs were stably maintained during laboratory growth and were successfully transferred to haploid progeny after sporulation, which provides future opportunities to study partitivirus-host interactions",1.0,False,2,1.0,4.5089707,2.6296184
37258965,S. cerevisiae,2023,Methods Mol Biol,yeast_model_organism,True,True,,S. cerevisiae tolerates several stress conditions,biological,stress_tolerance,it tolerates several stress conditions,1.0,False,2,0.9892745402502683,4.5723786,1.968509
37258965,S. cerevisiae,2023,Methods Mol Biol,yeast_model_organism,True,True,,S. cerevisiae better expresses insoluble proteins than bacterial systems,technical,insoluble_protein_expression,is known to better express insoluble proteins compared to bacterial systems,1.0,False,2,1.0,4.182878,1.1033239
37249971,S. cerevisiae,2023,Comput Struct Biotechnol J,yeast_model_organism,True,True,,"It expresses only a single GPCR, simplifying the synthetic signaling system.",biological,single_GPCR,"it expresses just one G-Protein Coupled Receptor (GPCR), Ste2, able to recognize pheromone and initiate the expression of pheromone-dependent genes",1.0,False,3,0.6720869922999793,7.6888227,2.2022579
37238603,S. cerevisiae,2023,Biomolecules,yeast_model_organism,True,True,,It is widely used because its fundamental cellular processes are conserved in complex multicellular organisms like humans.,biological,conserved_cellular_processes,"a common model organism used to study fundamental cellular processes that are conserved in complex multicellular organisms, such as humans",1.0,False,2,0.7937860037438814,5.5175433,1.7239423
37175754,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,An NAD(+) intermediate-specific genetic system had already been established in S. cerevisiae,technical,genetic_tool_availability,By employing an NAD(+) intermediate-specific genetic system established in the model organism S. cerevisiae,1.0,False,2,1.0,4.4128027,2.543101
37175502,S. cerevisiae,2023,Int J Mol Sci,yeast_model_organism,True,True,,S. cerevisiae is an excellent model for molecular genetic studies of genome stability,biological,model_organism,"Baker's yeast, S. cerevisiae, is an excellent model organism exploited for molecular genetic studies of the mechanisms of genome stability in eukaryotes.",1.0,False,2,1.0,4.627819,2.7888072
37168390,S. cerevisiae,2023,Front Cell Infect Microbiol,yeast_model_organism,True,True,,its Hsf1 mechanism is well studied,technical,well_studied_mechanism,"In Saccharomyces cerevisiae, a model organism, Hsf1's working mechanism has been intensively examined.",1.0,False,2,1.0,4.750124,2.2528932
37166637,S. cerevisiae,2023,Methods Mol Biol,yeast_model_organism,True,True,,"It is a powerful model organism for studying the import, folding, and assembly of mitochondrial ribosomal proteins.",biological,model_organism,"served as a powerful model organism to unravel the different steps by which MRPs are imported into mitochondria, fold into their native structures, and assemble into functional ribosomes",1.0,False,2,1.0,5.893681,1.7714894
37098949,S. cerevisiae,2023,Microbiol Spectr,yeast_model_organism,True,True,,Yeast is used because it serves as the model organism for studying selenium biology,biological,model_organism,Yeast is the model organism for studying the biological role of selenium,1.0,False,2,1.0,3.5077136,2.6165807
37080482,S. cerevisiae,2023,Metab Eng,yeast_model_organism,True,True,,It is an important model organism and a workhorse in bioproduction.,biological,model_organism,Saccharomyces cerevisiae is an important model organism and a workhorse in bioproduction.,1.0,False,3,1.0,8.381233,3.4477715
37076048,S. cerevisiae,2023,Mol Cell Proteomics,yeast_model_organism,True,True,,It is a widely-used eukaryotic model organism and a promising cell factory for industry,biological,model_organism,widely-used eukaryotic model organism and a promising cell factory for industry,1.0,False,3,1.0,8.352253,3.5014696
37024702,S. cerevisiae,2023,Methods Mol Biol,yeast_model_organism,True,True,,high efficiency of homologous recombination enables heterologous expression,technical,homologous_recombination_efficiency,S. cerevisiae exhibits efficient rates of homologous recombination making it amendable for heterologous expression,1.0,False,6,0.8694186726290047,10.678654,2.9481072
37024702,S. cerevisiae,2023,Methods Mol Biol,yeast_model_organism,True,True,,"the organism is susceptible, allowing assessment of antifungal susceptibility changes",biological,antifungal_susceptibility,represents a susceptible organism that can be used to determine changes in antifungal susceptibilities,1.0,False,2,1.0,3.4016607,1.6725143
36915383,S. cerevisiae,2023,Comput Struct Biotechnol J,yeast_model_organism,True,True,,It is a well‑characterized and popular model for studying histone modifications and chromatin inheritance,biological,well_characterized,well-characterized and popular model system for investigating histone modifications and the inheritance of chromatin states,1.0,False,2,0.7584969433093848,5.2055416,2.9806182
36915383,S. cerevisiae,2023,Comput Struct Biotechnol J,yeast_model_organism,True,True,,Data from this organism have yielded essential information for understanding epigenetic interactions in eukaryotes,biological,epigenetic_insight,The data obtained from this model organism have provided essential and critical information for understanding the complexity of epigenetic interactions and regulation in eukaryotes,1.0,False,2,1.0,4.863538,2.8382466
36912239,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,easy genetic manipulation,biological,genetic_manipulation,ease of genetic manipulation,1.0,False,3,1.0,5.3310466,4.8765764
36912239,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,rapid growth rate,biological,growth_rate,rapid growth rate,1.0,False,3,1.0,5.864413,5.1051364
36912239,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,similarity to higher eukaryotes,biological,phylogenetic_similarity,relative similarity to higher eukaryotes,1.0,False,2,1.0,5.2601576,1.2806221
36912239,S. cerevisiae,2023,Essays Biochem,yeast_model_organism,True,True,,historical importance in discovering protein functions relevant to human health,historical,research_impact,"Historically, Saccharomyces cerevisiae has played a major role in discovering the function of complex proteins and pathways that are important for human health and disease",1.0,False,-1,0.0,9.028322,2.5996456
36861989,S. cerevisiae,2023,mBio,yeast_model_organism,True,True,,"The pH‑dependent MAPK response is conserved in the fungal model organism Saccharomyces cerevisiae, so it was used for comparative analysis.",technical,conserved_response,this response is conserved in the fungal model organism Saccharomyces cerevisiae,1.0,False,2,1.0,4.4711614,2.1483572
36841230,S. cerevisiae,2023,Metallomics,yeast_model_organism,True,True,,S. cerevisiae provides an insightful model organism to test the new antimicrobial nanomaterials,biological,model_organism,Saccharomyces cerevisiae provides an insightful model organism to test these new materials,1.0,False,2,1.0,3.2936907,1.8846182
36829151,S. cerevisiae,2023,BMC Genomics,yeast_model_organism,True,True,,"S. cerevisiae is chosen because its stress response has been extensively studied, providing a well‑characterized model for further investigation.",biological,stress_response,The stress response of Saccharomyces cerevisiae has been extensively studied in the past decade.,1.0,False,2,1.0,4.4574566,2.212558
36708363,S. cerevisiae,2023,Curr Protoc,yeast_model_organism,True,True,,It is a model organism where many gene expression control methods are already widely practiced,technical,existing_methods,a number of methods to control gene expression are widely practiced,1.0,False,3,1.0,7.568076,2.8007684
36650116,S. cerevisiae,2023,ACS Synth Biol,yeast_model_organism,True,True,,Many gene expression knockdown tools have already been developed and characterized in S. cerevisiae,technical,tool_availability,Numerous tools for gene expression knockdown have been developed and characterized in the model organism Saccharomyces cerevisiae,1.0,False,2,1.0,4.4686446,3.1288242
36613877,S. cerevisiae,2022,Int J Mol Sci,yeast_model_organism,True,True,,Yeast mutants with known phenotypes enable assessment of human PANK gene function and conservation,biological,phenotypic_assay,"Here we used three yeast mutants carrying missense mutations in the yeast PanK gene, CAB1, which are associated with defective growth at high temperature and iron, mitochondrial dysfunction, increased iron content, and oxidative stress, to assess the cellular function of human PANK genes and functional conservation of the CoA-controlled processes between humans and yeast.",1.0,False,2,1.0,3.4451206,1.4102225
36607068,S. cerevisiae,2023,Genetics,yeast_model_organism,True,True,,It is an early-established model organism knowledgebase,historical,early_knowledgebase,one of the first model organism knowledgebases,1.0,False,3,1.0,7.2630925,4.2782087
36533830,S. cerevisiae,2022,J Vis Exp,yeast_model_organism,True,True,,"widely used model organism in genetics, evolution, and molecular biology",historical,established_model,"Saccharomyces cerevisiae is a widely used model organism in genetics, evolution, and molecular biology.",1.0,False,3,1.0,7.8495836,3.4916878
36533830,S. cerevisiae,2022,J Vis Exp,yeast_model_organism,True,True,,ease of performing evolution experiments,technical,experimental_convenience,The ease of performing evolution experiments ... allow for the study of the evolution of reproductive barriers.,0.703,False,3,1.0,5.448895,4.9442577
36533830,S. cerevisiae,2022,J Vis Exp,yeast_model_organism,True,True,,short generation time enables study of reproductive barriers,biological,growth_kinetics,the short generation time of the organism allow for the study of the evolution of reproductive barriers.,1.0,False,-1,0.0,5.171203,4.364895
36529401,S. cerevisiae,2023,Biochim Biophys Acta Mol Cell Res,yeast_model_organism,True,True,,"S. cerevisiae was chosen as a eukaryotic model organism to study TEMPO effects on physiology, lifespan, and transcription",technical,model_organism_selection,"eukaryotic model organism, namely the Saccharomyces cerevisiae yeast",1.0,False,2,1.0,4.0167284,2.468258
36454288,S. cerevisiae,2023,Amino Acids,yeast_model_organism,True,True,,"Stress signaling pathways are well conserved among eukaryotes, making yeast an ideal model organism.",biological,conserved_stress_signaling,"Since stress signaling pathways are well conserved among eukaryotes, yeast is an ideal model organism to study the implications of PRMTs and methylarginines during stress.",1.0,False,2,0.9258699353678329,4.6463003,1.895402
36425962,S. cerevisiae,2022,Data Brief,yeast_model_organism,True,True,,chosen because cell cycle mechanisms are conserved across evolution,biological,conserved_mechanisms,This dataset is of broad interest as the molecular mechanisms governing cell cycle progression are conserved throughout evolution.,1.0,False,2,0.8465326061249795,5.4403543,1.6828848
36398741,S. cerevisiae,2022,FEMS Yeast Res,yeast_model_organism,True,True,,"It is the primary model organism for yeast research, and its physiology is used to extrapolate to other yeasts.",biological,model_organism,"Saccharomyces cerevisiae is the model organism to most yeast researchers, and information obtained from its physiology is generally extrapolated to other yeasts.",1.0,False,2,1.0,3.8199112,2.041989
36367334,S. cerevisiae,2022,ACS Synth Biol,yeast_model_organism,True,True,,It is an important model organism and chassis,technical,chassis,important model organism and chassis Saccharomyces cerevisiae,1.0,False,3,1.0,7.4407945,3.5323048
36321881,S. cerevisiae,2022,Bioinformatics,yeast_model_organism,True,True,,Saccharomyces cerevisiae was chosen because it is a well‑studied yeast model organism,biological,model_organism,a well-studied yeast model organism,1.0,False,2,1.0,3.1763475,2.8790085
36267181,S. cerevisiae,2022,Front Microbiol,yeast_model_organism,True,True,,The study used yeast because reverse genetics offers advantages.,technical,reverse_genetics,which was motivated by the benefits of reverse genetics.,1.0,False,2,1.0,3.7538254,2.4868069
36267181,S. cerevisiae,2022,Front Microbiol,yeast_model_organism,True,True,,Yeast was chosen since homologous genes from a common ancestor may share expression similarities.,biological,homology_expression_similarity,the principle that the homologous genes of the common ancestor may have similarities in expression,1.0,False,2,1.0,4.8287296,1.1679633
36245002,S. cerevisiae,2022,BMC Bioinformatics,yeast_model_organism,True,True,,chosen because it is a well‑studied yeast model organism,biological,model_organism,a well‑studied yeast model organism,0.971,False,2,1.0,3.1323895,2.825785
36232965,S. cerevisiae,2022,Int J Mol Sci,yeast_model_organism,True,True,,ease of manipulation,technical,genetic_manipulation,its ease of manipulation,1.0,False,3,1.0,5.4323964,5.0885425
36232965,S. cerevisiae,2022,Int J Mol Sci,yeast_model_organism,True,True,,well‑annotated genome,technical,genome_annotation,well‑annotated genome,0.952,False,3,0.9307867168907779,6.2702103,3.7683334
36232965,S. cerevisiae,2022,Int J Mol Sci,yeast_model_organism,True,True,,expansive molecular toolbox,technical,molecular_toolbox,expansive molecular toolbox,1.0,False,3,1.0,6.568831,3.0844162
36232965,S. cerevisiae,2022,Int J Mol Sci,yeast_model_organism,True,True,,strong conservation of basic eukaryotic biology,biological,conserved_biology,its strong conservation of basic eukaryotic biology,1.0,False,2,0.9939518861861616,5.472454,1.5086832
36190134,S. cerevisiae,2022,mSphere,yeast_model_organism,True,True,,Saccharomyces cerevisiae is a well‑established model organism,technical,established_model,well‑established model organism Saccharomyces cerevisiae,0.964,False,2,1.0,3.5802145,3.3992372
36190134,S. cerevisiae,2022,mSphere,yeast_model_organism,True,True,,Yeast research commonly uses conventional fluorescent protein tags and small epitope tags,technical,common_tag_usage,"In yeast research, conventional fluorescent protein tags and small epitope tags are widely used",1.0,False,2,0.9483451422937543,3.803551,1.6280069
36181361,S. cerevisiae,2022,Aging Cell,yeast_model_organism,True,True,,has a relatively short lifespan,biological,short_lifespan,has relatively short lifespan,1.0,False,2,0.7286354421822026,5.012773,3.792239
36181361,S. cerevisiae,2022,Aging Cell,yeast_model_organism,True,True,,is genetically tractable,technical,genetic_tractability,is genetically tractable,1.0,False,3,1.0,4.7572284,5.199074
36129294,S. cerevisiae,2022,mBio,yeast_model_organism,True,True,,S. cerevisiae is a popular industrial and model organism,technical,model_organism_popularity,"Saccharomyces cerevisiae, a popular industrial and model organism",1.0,False,2,1.0,3.8792033,3.3272185
36129294,S. cerevisiae,2022,mBio,yeast_model_organism,True,True,,It has a typical eukaryotic genome with high genetic redundancy,biological,genetic_redundancy,has a typical eukaryotic genome characterized by a high genetic redundancy,1.0,False,3,0.9255351286787484,6.708767,4.0022554
36120300,S. cerevisiae,2022,Front Pharmacol,yeast_model_organism,True,True,,Yeast is a simplified eukaryotic model that shares similarities with human cellular processes,biological,eukaryotic_similarity,"As a simplified eukaryotic model, yeast serves as a versatile tool to examine functional property of bioactive compounds and to gain better understanding of fundamental cellular processes, because they share similarities with the processes in humans.",1.0,False,2,1.0,4.878444,1.3813041
36120300,S. cerevisiae,2022,Front Pharmacol,yeast_model_organism,True,True,,"Aging is well conserved between yeast and humans, making yeast a powerful tool for studying anti‑aging compounds",biological,conserved_aging,"In fact, aging is a well-conserved phenomenon between yeast and humans, making yeast a powerful genetic tool to examine functional properties of key compounds obtained from plant extracts.",1.0,False,2,1.0,3.522932,1.0229418
36055214,S. cerevisiae,2022,Am J Hum Genet,yeast_model_organism,True,True,,important model organism for mitochondrial osmotic regulation,biological,mitochondrial_osmoregulation,which is an important model organism for mitochondrial osmotic regulation,1.0,False,2,1.0,5.924074,1.7604617
35999198,S. cerevisiae,2022,Nat Commun,yeast_model_organism,True,True,,Conserved enzymes and cofactors make S. cerevisiae a useful model organism,biological,conserved_mechanisms,"The numerous enzymes and cofactors involved in eukaryotic DNA replication are conserved from yeast to human, and the budding yeast Saccharomyces cerevisiae (S.c.) has been a useful model organism for these studies.",1.0,False,2,1.0,3.828911,2.6054597
35950759,S. cerevisiae,2022,mSystems,yeast_model_organism,True,True,,"S. cerevisiae is a well‑studied, major workhorse providing existing knowledge that can be transferred to S. pombe",technical,knowledge_transfer,we leverage existing knowledge of S. cerevisiae to generate a manually curated high-quality reconstruction of S. pombe's metabolic network,1.0,False,2,1.0,4.1752744,3.1382008
35950759,S. cerevisiae,2022,mSystems,yeast_model_organism,True,True,,"S. cerevisiae is a major workhorse in metabolism research and industrial applications, making it a useful reference for the lesser‑studied S. pombe",technical,model_organism_selection,"unlike the baker's yeast, Saccharomyces cerevisiae, a major workhorse in these areas",1.0,False,2,1.0,4.222926,3.1146896
35898904,S. cerevisiae,2022,Front Microbiol,yeast_model_organism,True,True,,S. cerevisiae was chosen because it is a well‑known model organism that does not degrade lignocellulose,technical,model_organism,a well-known model organism unable to degrade lignocellulose,1.0,False,2,1.0,3.1322181,2.8850753
35796990,S. cerevisiae,2022,Methods Mol Biol,yeast_model_organism,True,True,,It is a eukaryotic model organism.,biological,model_organism,eukaryotic model organism Saccharomyces cerevisiae,1.0,False,3,1.0,6.927287,3.7158623
35776712,S. cerevisiae,2022,PLoS Comput Biol,yeast_model_organism,True,True,,"Yeast is generally harmless to prion proteins, making it an ideal model for studying protein dynamics of these diseases",biological,harmlessness,but are generally harmless to Baker's yeast (Saccharomyces cerevisiae). This makes yeast an ideal model organism for investigating the protein dynamics associated with these diseases.,1.0,False,2,1.0,4.202121,0.97033536
35712810,S. cerevisiae,2022,FEBS Open Bio,yeast_model_organism,True,True,,It is an important model organism and typical fungal representative for eukaryote studies,biological,model_organism,Saccharomyces cerevisiae is an important model organism and a typical fungal representative for studies of eukaryotes.,1.0,False,3,1.0,7.165769,3.2327244
35708612,S. cerevisiae,2022,G3 (Bethesda),yeast_model_organism,True,True,,Its genetic tractability makes it a key model organism,biological,genetic_tractability,The genetic tractability of the yeast Saccharomyces cerevisiae has made it a key model organism,1.0,False,3,1.0,4.86506,4.869141
35688911,S. cerevisiae,2022,Sci Rep,yeast_model_organism,True,True,,Saccharomyces cerevisiae is used because it is a eukaryotic model organism,biological,model_organism,eukaryotic model organism Saccharomyces cerevisiae,1.0,False,2,1.0,3.2896187,2.784092
35678541,S. cerevisiae,2022,RNA Biol,yeast_model_organism,True,True,,S. cerevisiae is the best-studied organism for ribosome biogenesis and RNA helicase roles,technical,well_studied,is the organism in which ribosome biogenesis and the role of RNA helicases in this process is best studied,1.0,False,2,1.0,4.783498,2.5548735
35651815,S. cerevisiae,2022,Front Mol Biosci,yeast_model_organism,True,True,,availability of published kinetic models and proteomics/fluxomics datasets,technical,data_availability,by combining published kinetic models and calibrating the model parameters to published proteomics and fluxomics datasets,1.0,False,3,1.0,5.990106,3.26425
35644909,S. cerevisiae,2022,Angew Chem Int Ed Engl,yeast_model_organism,True,True,,to explore an alternative life form,technical,model_organism_selection,"To explore this alternative life form, we created a model organism Saccharomyces cerevisiae",1.0,False,2,1.0,3.2542791,0.44625476
35581201,S. cerevisiae,2022,Sci Data,yeast_model_organism,True,True,,It serves as a model organism for studying colony-scale morphology.,biological,colony_morphology,Baker's yeast (Saccharomyces cerevisiae) is a model organism for studying the morphology that emerges at the scale of multi-cell colonies.,1.0,False,3,1.0,7.583961,2.992644
35497361,S. cerevisiae,2022,Front Bioeng Biotechnol,yeast_model_organism,True,True,,widely used in industrial biotechnology,technical,industrial_biotechnology,a eukaryotic model organism widely used in industrial biotechnology,1.0,False,3,1.0,9.03223,3.4995444
35455001,S. cerevisiae,2022,Life (Basel),yeast_model_organism,True,True,,S. cerevisiae is considered an ideal host for metabolic engineering to produce value-added chemicals.,biological,metabolic_engineering,considered ideal hosts for metabolic engineering to produce value-added chemicals,1.0,False,2,0.9668236567759582,4.0549617,3.3637187
35404229,S. cerevisiae,2022,Elife,yeast_model_organism,True,True,,larger mitochondrial genome,biological,mtDNA_size,its much larger mtDNA,1.0,False,2,0.9950693258967541,5.70546,2.9176881
35404229,S. cerevisiae,2022,Elife,yeast_model_organism,True,True,,ease of artificially competing mutant and wild-type mtDNA copies,technical,mtDNA_competition,ease of artificially competing mutant and wild-type mtDNA copies in cells,1.0,False,2,1.0,5.778804,1.9662902
35361237,S. cerevisiae,2022,J Nanobiotechnology,yeast_model_organism,True,True,,S. cerevisiae is favored because versatile microfluidic chips enable cell dynamics assays and replicative lifespan determination at single-cell resolution,technical,microfluidic_compatibility,thanks to versatile microfluidic chips for cell dynamics assay and replicative lifespan (RLS) determination at single-cell resolution,1.0,False,2,1.0,4.5828853,2.5206363
35351659,S. cerevisiae,2022,J Proteomics,yeast_model_organism,True,True,,Yeast is a widely used model organism for studying higher eukaryotes,biological,model_organism,The single-celled eukaryote yeast is a widely used model organism for higher eukaryotes,1.0,False,2,1.0,3.8853934,1.9489654
35351659,S. cerevisiae,2022,J Proteomics,yeast_model_organism,True,True,,Yeast serves as a cell factory because it can grow efficiently under both aerobic and anaerobic conditions,economic,cell_factory_growth,yeast is a widely employed cell factory because it is one of the few eukaryotic organisms that can efficiently grow under both aerobic and anaerobic conditions,1.0,False,2,0.8478834121283099,4.157355,2.490203
35351659,S. cerevisiae,2022,J Proteomics,yeast_model_organism,True,True,,"Yeast has a strong cell wall, making it relevant for evaluating sample preparation protocols",technical,cell_wall_strength,"when working with unicellular organisms with strong cell walls, such as found in the model organism and cell factory Saccharomyces cerevisiae",1.0,False,2,1.0,3.868722,2.1618738
35333620,S. cerevisiae,2022,CRISPR J,yeast_model_organism,True,True,,It is a well-established model organism,biological,model_organism,"well-established model organism: baker's yeast, Saccharomyces cerevisiae",1.0,False,3,1.0,7.2425823,4.2790165
35269484,S. cerevisiae,2022,Cells,yeast_model_organism,True,True,,yeast is used because it serves as an aging model organism,biological,model_organism,using yeast as an aging model organism,1.0,False,2,1.0,3.3705018,0.7371543
35205876,S. cerevisiae,2022,J Fungi (Basel),yeast_model_organism,True,True,,It is an important model organism for studying eukaryotic cell biology.,biological,eukaryotic_cell_biology,Baker's yeast Saccharomyces cerevisiae is an important model organism that is applied to study various aspects of eukaryotic cell biology.,1.0,False,3,1.0,7.1804004,3.1141076
35124045,S. cerevisiae,2022,Sci Total Environ,yeast_model_organism,True,True,,S. cerevisiae was chosen because it serves as a eukaryote model organism for studying toxic effects of paraquat metabolites,biological,model_organism,eukaryote model organism using Saccharomyces cerevisiae,1.0,False,2,1.0,3.3914735,2.2829707
35062691,S. cerevisiae,2021,Vaccines (Basel),yeast_model_organism,True,True,,chosen because it is a popular model organism,historical,model_organism,"Saccharomyces cerevisiae, a popular model organism",1.0,False,3,1.0,7.896605,3.8084435
